5319,1580,4.0
2012,3256,4.0
3611,222,4.0
131,319,4.0
889,353,3.0
5111,2028,4.0
5765,260,4.0
5795,1082,4.0
1199,3252,4.0
931,1197,4.0
5220,3394,3.0
4732,1009,3.0
5661,1394,4.0
579,1356,4.0
117,2533,3.0
3965,2951,4.0
4213,3015,3.0
1832,3260,4.0
5890,3098,4.0
3255,2166,3.0
859,2791,4.0
4352,2986,2.0
3683,2302,4.0
1529,1615,4.0
518,1150,4.0
2977,3893,3.0
3410,3424,4.0
2181,1282,4.0
1383,2374,3.0
5395,750,4.0
3467,3809,3.0
1489,1225,4.0
187,3147,4.0
5733,733,4.0
2990,2859,4.0
1816,879,3.0
5520,3893,3.0
4995,296,4.0
1120,1022,4.0
5908,2005,3.0
1478,551,4.0
2907,2506,3.0
655,1095,4.0
4279,3766,3.0
3563,2144,4.0
3029,2116,3.0
1841,180,4.0
3133,3578,4.0
5872,260,4.0
303,647,4.0
4998,2959,4.0
3378,2987,4.0
3976,2926,3.0
3415,2000,4.0
1370,1344,4.0
302,1822,2.0
4902,3168,4.0
4741,296,4.0
4090,2947,4.0
1550,3006,4.0
529,3683,4.0
5966,345,4.0
3140,1441,3.0
33,1635,4.0
1381,296,4.0
3521,2717,3.0
550,2528,3.0
5018,1952,4.0
5838,1296,4.0
2196,2918,4.0
3882,22,3.0
2907,348,4.0
3297,3825,3.0
839,3526,4.0
4277,190,4.0
3945,2375,3.0
1926,3083,4.0
2063,2683,3.0
5090,943,4.0
4585,1077,4.0
1598,1779,3.0
4285,1033,3.0
4985,3593,2.0
1369,1985,2.0
438,741,4.0
3638,2701,2.0
5550,1580,4.0
3242,2763,4.0
2656,3178,4.0
4139,431,4.0
5397,849,3.0
4708,3359,4.0
5653,2388,3.0
3770,2390,4.0
526,1196,4.0
106,1059,3.0
1068,442,3.0
4044,1513,3.0
3486,2294,3.0
1812,342,4.0
5956,1527,4.0
5119,2352,4.0
3313,786,3.0
3906,1610,4.0
2529,2396,4.0
3652,2140,4.0
2436,2105,3.0
4533,1089,4.0
6040,2645,3.0
3082,1380,4.0
4418,3683,4.0
5097,1214,4.0
3841,2005,3.0
5108,2407,4.0
5205,196,3.0
1185,1266,4.0
4253,898,4.0
2684,708,3.0
4916,485,3.0
5743,919,4.0
1434,1992,2.0
1797,955,4.0
1998,928,4.0
3032,1028,4.0
3693,1276,4.0
5282,3555,4.0
555,3744,3.0
4287,20,2.0
2235,1581,3.0
2055,1586,3.0
4425,2504,3.0
5759,2369,3.0
155,2829,3.0
1951,1656,3.0
812,2712,3.0
1367,357,4.0
2552,1197,4.0
3705,3728,4.0
4425,307,4.0
1064,3316,3.0
4328,2922,4.0
210,1610,4.0
524,569,3.0
3875,3754,3.0
3191,2196,3.0
3807,1653,4.0
5049,3160,4.0
3524,2598,3.0
2762,3053,3.0
2223,2004,3.0
3118,2571,4.0
4514,2485,3.0
3290,2676,3.0
90,457,4.0
2060,45,3.0
5335,1189,4.0
1168,153,3.0
6036,2130,4.0
4227,2416,3.0
3228,661,3.0
2900,2762,4.0
4277,3566,3.0
4272,2699,3.0
5605,2028,4.0
1912,674,3.0
5193,2394,4.0
749,2605,3.0
2933,2762,4.0
2304,1961,4.0
3693,457,4.0
2669,3755,3.0
1137,3623,3.0
3808,1845,4.0
4617,39,4.0
210,1499,2.0
476,2613,3.0
1842,2208,4.0
1015,3927,4.0
3411,2505,3.0
5262,2474,3.0
3290,3408,4.0
1239,1213,4.0
1274,3088,4.0
1701,2023,3.0
5988,800,4.0
3012,2490,3.0
2055,527,5.0
3849,1580,4.0
3410,930,4.0
710,2701,2.0
2167,2968,4.0
2059,111,4.0
414,1927,4.0
931,84,3.0
3177,236,3.0
3002,1190,4.0
1116,807,3.0
3149,3484,3.0
4186,2010,4.0
1274,3000,4.0
5437,3702,4.0
3760,2764,4.0
3201,2011,3.0
580,2404,2.0
2276,1747,3.0
4335,2463,3.0
164,920,4.0
1988,3559,4.0
1383,2539,3.0
4673,1997,4.0
3313,2890,4.0
4887,2439,4.0
1685,570,3.0
5319,2986,2.0
5182,1453,2.0
1322,3196,4.0
1747,965,4.0
5584,1214,4.0
955,1393,4.0
148,1088,3.0
1897,1968,4.0
3957,2987,4.0
3945,316,3.0
928,3060,4.0
1086,852,3.0
410,2108,4.0
3013,1135,3.0
5748,1089,4.0
4983,1012,4.0
939,1580,4.0
268,1100,3.0
1320,1304,4.0
5029,3246,4.0
4497,2208,4.0
3208,1961,4.0
2030,1252,4.0
1387,899,4.0
2913,1187,4.0
2165,3535,3.0
2082,802,3.0
4832,2717,3.0
3626,2605,3.0
4014,2424,3.0
3705,1235,4.0
3464,2424,3.0
1586,110,4.0
5550,1130,3.0
1944,1210,4.0
4887,802,3.0
2122,3418,4.0
5359,296,4.0
1532,1845,4.0
5680,1262,4.0
3937,2987,4.0
830,3894,3.0
4957,370,3.0
1211,858,5.0
195,29,4.0
3892,1603,3.0
1362,2948,4.0
5498,2359,4.0
2030,1250,4.0
4028,1240,4.0
504,3253,4.0
549,920,4.0
3191,3476,4.0
4115,2423,4.0
1243,1590,3.0
6006,2291,4.0
2361,1172,4.0
1273,1162,4.0
5306,1792,3.0
5220,2746,3.0
352,2395,4.0
5026,1517,4.0
4079,1626,3.0
3457,2028,4.0
603,3408,4.0
2854,3859,4.0
2635,104,4.0
3183,1385,3.0
1001,3852,4.0
3548,3753,4.0
4994,1215,4.0
1699,541,4.0
3853,2000,4.0
1173,2701,2.0
3391,3388,3.0
4310,1466,4.0
4984,1794,3.0
744,1394,4.0
4200,589,4.0
3659,1358,4.0
2811,3467,4.0
4387,2366,4.0
3704,1081,4.0
1941,3599,4.0
4585,736,3.0
5268,3701,3.0
4796,357,4.0
2323,1221,4.0
2410,337,4.0
1546,79,3.0
5413,2116,3.0
643,2395,4.0
6034,3435,4.0
2541,1445,2.0
2129,2898,3.0
702,2791,4.0
2022,1927,4.0
4821,590,4.0
5448,2871,4.0
528,2011,3.0
3792,547,3.0
3402,1358,4.0
1627,3509,3.0
5322,86,3.0
4417,1127,4.0
3539,1273,4.0
732,3755,3.0
2503,3564,2.0
2962,1978,2.0
1343,2966,4.0
1239,590,4.0
4786,2761,4.0
1449,3646,2.0
4194,45,3.0
2993,1231,4.0
398,2797,4.0
4755,2355,4.0
1088,2070,4.0
1676,1032,4.0
5791,2599,4.0
2507,1258,4.0
4207,2248,4.0
5500,3039,4.0
5790,2628,3.0
3108,485,3.0
2383,1079,4.0
2102,370,3.0
1203,1289,4.0
964,588,4.0
3859,2841,4.0
5599,1233,4.0
1996,1198,4.0
5908,296,4.0
5172,2640,4.0
4448,913,4.0
531,3916,4.0
2526,1214,4.0
5954,3447,4.0
1156,2805,3.0
950,1750,2.0
5510,480,4.0
3105,1097,4.0
4682,1299,4.0
6036,728,4.0
1320,3265,4.0
4425,2917,4.0
2374,1262,4.0
2457,3638,3.0
5482,1721,4.0
3902,1387,4.0
792,3918,3.0
1500,235,4.0
3842,2917,4.0
5659,1541,3.0
3083,3326,3.0
3687,3256,4.0
3380,21,4.0
3585,2873,3.0
2788,3049,3.0
3031,122,3.0
4668,3702,4.0
1231,2997,4.0
3847,2961,3.0
4274,587,3.0
2663,223,4.0
2662,1090,4.0
5530,2857,4.0
1880,3361,4.0
1835,1414,4.0
935,2707,4.0
5111,3145,3.0
4488,2815,3.0
4447,2732,4.0
2896,2771,3.0
2038,2371,4.0
4201,2797,4.0
2303,788,3.0
724,2376,3.0
556,2141,3.0
2754,2779,4.0
5650,1278,4.0
955,1590,3.0
1069,435,3.0
3129,3785,3.0
5277,1610,4.0
1262,3147,4.0
2258,2648,4.0
2252,3928,3.0
70,2605,3.0
4335,3100,4.0
2838,1228,4.0
4064,2472,3.0
5561,317,3.0
1614,3489,3.0
3189,2815,3.0
3825,2746,3.0
2232,3770,3.0
3806,606,2.0
5738,2880,3.0
5747,502,2.0
380,3114,4.0
2922,541,4.0
5227,648,3.0
721,1286,4.0
1473,2916,4.0
1181,1321,4.0
2962,2983,4.0
5955,1380,4.0
3721,58,4.0
6030,173,2.0
3967,1958,4.0
5002,2015,3.0
1837,3662,2.0
328,1479,3.0
4868,1374,4.0
3916,296,4.0
6040,2150,4.0
95,2542,4.0
4426,3504,4.0
4821,1101,4.0
3129,2081,4.0
5860,3590,3.0
3679,2918,4.0
954,919,4.0
2030,799,3.0
4625,1573,3.0
5223,1320,3.0
4186,1205,3.0
4260,1381,2.0
5232,2997,4.0
776,3671,4.0
724,1721,4.0
3792,3793,4.0
2653,2761,4.0
3841,2004,3.0
4884,920,4.0
4865,3307,4.0
4344,2646,3.0
5000,1374,4.0
1735,2137,4.0
1666,1466,4.0
4153,126,2.0
731,178,4.0
5441,3735,4.0
4893,1200,4.0
2359,3354,3.0
2496,277,3.0
648,3799,2.0
329,461,3.0
1957,858,5.0
181,2105,3.0
934,3714,3.0
3635,852,3.0
5018,110,4.0
3110,2344,3.0
3993,2450,2.0
4816,3051,3.0
5775,3254,3.0
1029,2971,4.0
3940,3763,4.0
4140,852,3.0
1285,1374,4.0
3029,260,4.0
922,1267,4.0
1649,1213,4.0
1451,1968,4.0
5874,1079,4.0
198,1690,3.0
2786,733,4.0
5312,1968,4.0
2258,1588,3.0
3601,48,3.0
2776,431,4.0
721,2011,3.0
5283,1527,4.0
3640,3785,3.0
1791,2859,4.0
4831,1172,4.0
4695,1746,3.0
3308,2990,3.0
5648,2572,3.0
3521,1254,4.0
192,280,4.0
5242,2628,3.0
53,319,4.0
4933,1701,3.0
3208,2890,4.0
2235,11,4.0
984,3633,3.0
2056,1722,3.0
5710,1747,3.0
1714,29,4.0
2121,3753,4.0
5728,3543,4.0
1912,3257,3.0
3942,2378,3.0
2156,986,4.0
5643,1537,4.0
5317,7,3.0
3565,2986,2.0
4776,36,4.0
2188,1483,3.0
3224,1508,3.0
5020,110,4.0
5472,3494,4.0
4064,1984,2.0
5015,2866,4.0
5708,2916,4.0
1605,1625,4.0
1712,3255,4.0
3963,899,4.0
5176,3286,2.0
3253,1103,4.0
1383,3552,4.0
3378,2709,3.0
1569,1084,4.0
1676,466,3.0
1358,2009,4.0
957,2571,4.0
2659,898,4.0
4086,1022,4.0
4621,2355,4.0
2030,2366,4.0
5254,208,3.0
1252,924,4.0
4116,257,3.0
3801,1321,4.0
1142,593,4.0
3603,2701,2.0
4635,2064,4.0
5074,2024,3.0
3476,3016,3.0
4808,2077,4.0
3884,1647,3.0
4098,1375,3.0
5355,858,5.0
4900,3115,3.0
744,2710,3.0
3519,3538,4.0
3763,2879,3.0
1112,356,4.0
3655,2100,3.0
4150,47,4.0
4800,3448,4.0
889,2805,3.0
3621,594,4.0
2451,1291,4.0
1125,457,4.0
1285,1376,4.0
2629,2288,4.0
3741,2005,3.0
5605,1784,4.0
48,442,3.0
2383,947,4.0
2073,457,4.0
3625,3510,4.0
1884,1185,4.0
2593,996,3.0
4260,2067,4.0
1063,1573,3.0
2492,2087,4.0
4917,1199,4.0
1131,920,4.0
4213,2278,4.0
4032,2968,4.0
732,762,2.0
5082,3681,4.0
3592,3478,3.0
5056,1230,4.0
4224,2080,4.0
1764,3254,3.0
3683,2640,4.0
4089,3176,4.0
5501,3144,3.0
148,1276,4.0
4985,3274,3.0
4933,3084,4.0
4386,208,3.0
1255,2071,4.0
327,2324,4.0
5679,748,3.0
2009,3327,4.0
3539,2672,3.0
582,2976,3.0
4681,2469,3.0
601,2617,3.0
1912,3639,4.0
1100,2040,3.0
1470,104,4.0
818,2126,3.0
3833,3301,3.0
5084,2799,2.0
1198,333,3.0
4448,1964,4.0
1975,3091,4.0
5550,1304,4.0
3778,3424,4.0
563,3878,3.0
1112,3623,3.0
2962,381,3.0
5530,2072,3.0
4381,2078,4.0
1050,3893,3.0
3697,3461,4.0
4053,1199,4.0
3773,1953,4.0
102,3915,3.0
3618,3101,4.0
2486,1694,4.0
3029,2883,4.0
1194,180,4.0
268,2707,4.0
770,198,3.0
1372,1973,2.0
2240,2664,4.0
352,588,4.0
4491,2676,3.0
5621,1209,4.0
4732,2160,4.0
1449,1735,3.0
619,3911,4.0
1470,2968,4.0
1216,111,4.0
1294,368,4.0
192,553,4.0
1727,3462,4.0
2041,1732,4.0
3380,265,4.0
3123,1373,3.0
1916,1956,4.0
4482,2078,4.0
1824,1682,4.0
3997,2364,3.0
3170,1259,4.0
1695,163,3.0
3084,3276,3.0
2097,104,4.0
2156,266,3.0
5397,1387,4.0
4277,549,4.0
673,58,4.0
1667,1518,3.0
5000,1704,4.0
5950,1746,3.0
4140,2377,3.0
2316,1135,3.0
1128,194,4.0
4344,914,4.0
2420,1201,4.0
1413,1573,3.0
2857,366,3.0
2346,1210,4.0
5208,1210,4.0
2398,230,4.0
3976,2694,3.0
326,1263,4.0
1741,3713,4.0
261,802,3.0
2619,590,4.0
226,920,4.0
728,1213,4.0
1685,1293,4.0
3965,2273,4.0
4951,1304,4.0
3340,2094,3.0
1912,2990,3.0
752,272,4.0
4056,3246,4.0
3509,318,5.0
403,1213,4.0
3026,1136,4.0
3836,2329,4.0
3103,3801,4.0
118,2248,4.0
2983,786,3.0
4260,2572,3.0
3453,858,5.0
4598,3213,4.0
2603,3450,3.0
1807,1704,4.0
2592,2617,3.0
2064,1263,4.0
1837,3802,2.0
56,3246,4.0
235,978,4.0
3644,2280,3.0
1033,3316,3.0
3067,170,3.0
4561,1610,4.0
5852,2433,3.0
3391,1866,3.0
4637,216,3.0
343,2012,3.0
1207,24,3.0
4227,3698,3.0
377,480,4.0
3705,1123,4.0
1698,2929,3.0
3562,2858,4.0
3778,2042,3.0
5736,1217,4.0
4183,1833,3.0
4508,3249,3.0
1727,3175,4.0
1631,708,3.0
3981,1094,4.0
2181,3071,4.0
5550,442,3.0
4156,2808,3.0
855,2900,3.0
4961,2427,3.0
5522,2020,4.0
4227,2707,4.0
3335,1784,4.0
2567,1214,4.0
3180,39,4.0
4218,1407,4.0
752,34,4.0
2190,778,4.0
4962,3,3.0
1215,260,4.0
5891,2858,4.0
5492,3408,4.0
5605,1907,4.0
4078,3203,4.0
238,923,4.0
4100,1304,4.0
3506,527,5.0
3110,919,4.0
1635,2186,4.0
53,1246,4.0
5717,2010,4.0
1764,1996,2.0
5451,1221,4.0
3427,1617,4.0
392,2161,4.0
4867,457,4.0
5011,588,4.0
3475,2664,4.0
1941,2647,3.0
3336,3269,3.0
4217,2027,2.0
3757,647,4.0
2100,1888,3.0
5294,1148,4.0
4386,3578,4.0
2455,2093,3.0
1712,1247,4.0
5530,2692,4.0
3184,3112,3.0
3051,1921,4.0
1311,2083,4.0
1260,2640,4.0
4357,594,4.0
3208,2407,4.0
5042,1079,4.0
329,1588,3.0
1219,61,3.0
58,2529,4.0
3946,2338,2.0
4054,1099,4.0
3491,2856,3.0
3682,1220,4.0
411,2710,3.0
1470,3853,3.0
2793,1834,4.0
2402,2616,3.0
2581,2427,3.0
5880,913,4.0
5178,1288,4.0
4906,3705,3.0
3370,2,3.0
1579,586,3.0
1451,210,3.0
2969,785,3.0
3940,225,3.0
2909,520,3.0
1879,350,3.0
1992,1485,4.0
4877,3360,4.0
4875,150,4.0
1675,2700,4.0
5910,1683,4.0
984,459,3.0
3211,223,4.0
157,3361,4.0
859,3481,4.0
2332,3467,4.0
3752,3007,4.0
4867,2384,3.0
4124,1381,2.0
5267,1374,4.0
3053,1116,3.0
5722,2367,3.0
1209,3753,4.0
169,1500,4.0
4685,1225,4.0
5074,1179,4.0
4721,2355,4.0
2478,1211,4.0
133,1614,3.0
2042,1020,3.0
5366,2019,5.0
53,1627,3.0
4312,3552,4.0
3720,2707,4.0
2206,2997,4.0
3620,2373,2.0
1579,1381,2.0
4296,2395,4.0
1173,2396,4.0
4001,224,3.0
2419,3179,3.0
549,2990,3.0
2833,2355,4.0
3154,3114,4.0
50,524,4.0
5664,185,3.0
3759,1091,3.0
1854,648,3.0
1128,930,4.0
5626,1208,4.0
2777,22,3.0
2793,1350,4.0
4482,260,4.0
2858,258,2.0
5369,377,4.0
4276,2470,3.0
2211,1207,4.0
5981,573,3.0
4514,527,5.0
5090,1009,3.0
4958,2582,3.0
780,1088,3.0
4666,2447,3.0
5136,6,4.0
6016,2072,3.0
4298,1132,4.0
4869,1580,4.0
5826,1288,4.0
3323,1247,4.0
1172,2427,3.0
824,913,4.0
5775,608,4.0
5595,1210,4.0
5074,2891,4.0
355,1907,4.0
5263,1201,4.0
438,355,2.0
496,593,4.0
5026,3557,3.0
1029,299,4.0
1298,588,4.0
1112,3114,4.0
3705,1303,4.0
338,2403,4.0
3967,1378,3.0
2830,2550,4.0
402,3617,3.0
1639,2455,3.0
2231,3873,4.0
3734,2002,3.0
1004,1713,3.0
4064,2321,4.0
4167,1779,3.0
5583,1240,4.0
1203,1603,3.0
5684,2735,3.0
5347,196,3.0
2365,2247,3.0
1912,1954,4.0
2972,2571,4.0
4022,1968,4.0
1172,1974,3.0
24,2396,4.0
2063,177,3.0
406,802,3.0
5809,1230,4.0
1941,1582,3.0
4861,1210,4.0
2583,2478,3.0
5107,1081,4.0
1809,2572,3.0
4303,3727,4.0
3796,1272,4.0
4796,2626,4.0
5108,1994,4.0
6026,318,5.0
1325,2393,3.0
4846,1127,4.0
1125,3483,3.0
2295,1367,3.0
2567,466,3.0
1755,2143,3.0
5853,1617,4.0
5536,1320,3.0
1717,1917,3.0
5878,2702,3.0
73,2867,3.0
4471,805,4.0
4506,3100,4.0
3971,2108,4.0
3790,1228,4.0
137,196,3.0
180,1094,4.0
4502,2054,3.0
4064,1333,4.0
2112,2025,3.0
676,2571,4.0
4508,1097,4.0
2003,2078,4.0
1812,2088,3.0
4747,517,3.0
754,2291,4.0
4064,2841,4.0
2106,2125,4.0
3074,3717,3.0
531,2724,3.0
1465,1801,3.0
3542,3617,3.0
4071,3506,3.0
1034,2059,3.0
5111,910,4.0
3411,3253,4.0
3672,2858,4.0
1261,23,3.0
4452,2291,4.0
5233,2963,4.0
2895,1954,4.0
4834,3785,3.0
1938,2099,4.0
1194,1673,4.0
4116,1179,4.0
4124,2193,3.0
3567,1214,4.0
4599,3114,4.0
3483,3510,4.0
1941,2338,2.0
999,3710,2.0
4567,2324,4.0
5433,3629,4.0
3140,2555,2.0
5878,2312,4.0
4618,1274,4.0
4090,3633,3.0
2378,532,3.0
1368,3534,3.0
4234,3671,4.0
4285,886,3.0
38,48,3.0
4697,2485,3.0
5353,3408,4.0
5470,3752,3.0
2967,1307,4.0
1670,3361,4.0
343,1387,4.0
2091,1270,4.0
3618,1246,4.0
824,1395,3.0
5787,2529,4.0
3841,3635,4.0
199,1653,4.0
1836,3608,3.0
3816,2747,3.0
4337,3273,3.0
4488,3792,4.0
2597,3363,4.0
3823,3370,3.0
1097,2916,4.0
225,2883,4.0
4950,913,4.0
5367,3477,3.0
1861,2640,4.0
2685,260,4.0
4284,1385,3.0
5056,160,2.0
5031,1641,4.0
4449,1097,4.0
2885,1307,4.0
5367,1953,4.0
4354,3267,4.0
3159,2000,4.0
985,2987,4.0
1284,2835,2.0
3520,1258,4.0
1606,1841,3.0
1117,3717,3.0
3835,25,4.0
2907,1394,4.0
3800,2161,4.0
4164,1260,4.0
4866,551,4.0
1837,2682,4.0
3105,1234,4.0
4243,1752,3.0
2225,3623,3.0
5511,903,4.0
5345,2094,3.0
2030,2202,4.0
3594,1429,3.0
4979,502,2.0
2140,1221,4.0
1010,3671,4.0
2792,539,4.0
1505,3055,3.0
3203,2455,3.0
537,3730,4.0
3111,2060,3.0
4222,3359,4.0
1586,2993,4.0
2679,2565,4.0
987,3260,4.0
4095,1923,4.0
343,2378,3.0
5848,199,4.0
5548,3481,4.0
3025,1772,2.0
3261,2054,3.0
4928,39,4.0
3140,491,3.0
5683,1499,2.0
3065,1912,4.0
2031,1965,4.0
3280,3176,4.0
4333,1320,3.0
949,1590,3.0
2720,1372,3.0
5046,1247,4.0
3261,3273,3.0
5801,1625,4.0
5172,1552,3.0
5985,2248,4.0
3507,303,3.0
424,2726,4.0
2489,1961,4.0
5715,2948,4.0
3574,3663,2.0
494,2788,4.0
5916,905,4.0
3391,1258,4.0
4225,319,4.0
3201,1732,4.0
5329,1291,4.0
1117,3844,4.0
3824,2916,4.0
971,1321,4.0
2599,2987,4.0
3778,605,3.0
2031,345,4.0
4156,485,3.0
2620,377,4.0
456,1209,4.0
2090,1297,4.0
5745,593,4.0
3925,1213,4.0
1896,2359,4.0
4126,1047,3.0
639,1197,4.0
3842,905,4.0
1004,3704,3.0
1741,390,3.0
1556,3723,4.0
6016,1586,3.0
3841,2369,3.0
3224,2574,3.0
5100,2463,3.0
28,1968,4.0
4305,2844,3.0
5761,1230,4.0
3864,1036,4.0
5331,2424,3.0
4502,2297,3.0
3507,2473,2.0
4083,1209,4.0
1592,3699,3.0
1836,1183,4.0
4754,3710,2.0
1207,1978,2.0
1141,1642,3.0
5990,1247,4.0
1968,1196,4.0
1359,2137,4.0
1886,266,3.0
1723,480,4.0
4345,2443,4.0
519,1225,4.0
1790,1374,4.0
4823,50,5.0
3756,1580,4.0
3515,3096,4.0
2041,1261,4.0
5529,538,4.0
5703,922,5.0
4181,1888,3.0
1793,1222,4.0
4589,2919,4.0
3745,1895,3.0
251,3448,4.0
3686,3298,3.0
1182,1090,4.0
300,1234,4.0
1448,2236,4.0
1095,1962,4.0
5475,1276,4.0
3658,982,4.0
3518,595,4.0
1087,2359,4.0
5555,2641,3.0
3063,2643,2.0
17,2288,4.0
1699,608,4.0
905,608,4.0
2907,748,3.0
4171,3210,4.0
1976,1266,4.0
2946,2202,4.0
3377,882,3.0
869,3190,2.0
3129,3763,4.0
604,849,3.0
4567,541,4.0
5627,971,4.0
2946,647,4.0
4313,1263,4.0
5763,1408,4.0
2564,2396,4.0
4085,2412,2.0
5978,2394,4.0
3244,3825,3.0
3824,3692,2.0
2621,1307,4.0
5220,1193,4.0
531,1485,4.0
587,1093,3.0
5100,60,3.0
3503,2137,4.0
1369,1610,4.0
319,1476,3.0
1757,165,4.0
2402,1197,4.0
2282,3005,3.0
5046,1228,4.0
1300,1717,3.0
3044,837,3.0
4103,920,4.0
333,39,4.0
1880,1032,4.0
3320,3034,4.0
6009,832,3.0
590,3747,4.0
1737,327,3.0
1377,2041,3.0
2774,2879,3.0
2109,3751,4.0
